Itemset,Support,Count,ItemNames
"895",0.003258,111,"895 "Pearl Chardonnay Wine"
"1278",0.003258,111,"1278 "Pleasant Chicken Ramen Soup"
"1290",0.003258,111,"1290 "Framton Eyeglass Screwdriver"
"93",0.003258,111,"93 "Golden Frozen Mushroom Pizza"
"295",0.003258,111,"295 "Super Grape Preserves"
"1346",0.003258,111,"1346 "Carrington Chicken TV Dinner"
"398",0.003258,111,"398 "Big Time Frozen Sausage Pizza"
"937",0.003258,111,"937 "BBB Best Apple Preserves"
"952",0.003258,111,"952 "Special Wheat Puffs"
"1236",0.003258,111,"1236 "Plato Pepper"
"737",0.003258,111,"737 "Consolidated Whitening Toothpast"
"649",0.003258,111,"649 "Bravo Beef Soup"
"975",0.003258,111,"975 "Just Right Rice Soup"
"516",0.003258,111,"516 "Tell Tale Mixed Nuts"
"258",0.003258,111,"258 "Choice Spicy Mints"
"983",0.003258,111,"983 "Even Better Sour Cream"
"1222",0.003258,111,"1222 "Plato Chunky Peanut Butter"
"626",0.003258,111,"626 "Token Cream Soda"
"1472",0.003258,111,"1472 "Fort West Fudge Cookies"
"921",0.003258,111,"921 "BBB Best Canola Oil"
"347",0.003258,111,"347 "Better Fancy Canned Sardines"
"417",0.003258,111,"417 "Big Time Frozen Broccoli"
"1166",0.003258,111,"1166 "Horatio Cheese Crackers"
"204",0.003258,111,"204 "High Top Mandarin Oranges"
"209",0.003258,111,"209 "High Top Honey Dew"
"1396",0.003258,111,"1396 "Sunset D-Size Batteries"
"720",0.003258,111,"720 "Imagine Beef TV Dinner"
"1466",0.003258,111,"1466 "Fort West Low Fat Cookies"
"1499",0.003258,111,"1499 "Fort West Golden Raisins"
"904",0.003258,111,"904 "Fantastic English Muffins"
"298",0.003258,111,"298 "Super Pepper"
"141",0.003258,111,"141 "Denny 75 Watt Lightbulb"
"1485",0.003258,111,"1485 "Fort West Fondue Mix"
"806",0.003229,110,"806 "Ebony Garlic"
"171",0.003229,110,"171 "High Top Summer Squash"
"688",0.003229,110,"688 "Cutting Edge Low Fat Bologna"
"1261",0.003229,110,"1261 "Johnson Oatmeal"
"1405",0.003229,110,"1405 "Sunset Copper Cleaner"
"539",0.003229,110,"539 "Fast Cheese Crackers"
"1506",0.003229,110,"1506 "Gulf Coast Bubble Gum"
"808",0.003229,110,"808 "Ebony Cauliflower"
"765",0.003229,110,"765 "Cormorant Counter Cleaner"
"784",0.003229,110,"784 "Cormorant Large Sponge"
"1047",0.003229,110,"1047 "PigTail Popsicles"
"272",0.003229,110,"272 "Good White Zinfandel Wine"
"370",0.003229,110,"370 "Carlson 1% Milk"
"882",0.003229,110,"882 "Thresher White Chocolate Bar"
"475",0.003229,110,"475 "Quick Extra Lean Hamburger"
"1503",0.003229,110,"1503 "Gulf Coast Mint Chocolate Bar"
"1201",0.003229,110,"1201 "Colossal Spaghetti"
"1231",0.003229,110,"1231 "Plato Tomato Sauce"
"1361",0.003229,110,"1361 "Carrington Lemon Popsicles"
"525",0.003229,110,"525 "Tell Tale Party Nuts"
"1322",0.003229,110,"1322 "Lake Sliced Turkey"
"355",0.003229,110,"355 "Carlson Low Fat Sour Cream"
"1152",0.003229,110,"1152 "Tri-State Party Nuts"
"328",0.003229,110,"328 "Better Creamed Corn"
"238",0.003229,110,"238 "Best Choice Beef Jerky"
"538",0.003229,110,"538 "Fast Graham Crackers"
"772",0.003229,110,"772 "Cormorant Scented Tissue"
"1067",0.003229,110,"1067 "Bird Call Childrens Cold Remedy"
"901",0.003229,110,"901 "Fantastic Pumpernickel Bread"
"1204",0.003229,110,"1204 "Portsmouth Imported Beer"
"1099",0.003229,110,"1099 "High Quality Scissors"
"254",0.003229,110,"254 "Choice Mint Chocolate Bar"
"572",0.003229,110,"572 "Shady Lake Ravioli"
"819",0.003229,110,"819 "Ebony Golden Delcious Apples"
"815",0.003229,110,"815 "Ebony Limes"
"233",0.003229,110,"233 "Best Choice Avocado Dip"
"458",0.003229,110,"458 "Red Wing D-Size Batteries"
"337",0.003229,110,"337 "Better Turkey Noodle Soup"
"1214",0.003229,110,"1214 "Sphinx Rye Bread"
"1199",0.003229,110,"1199 "Colossal Ravioli"
"1181",0.003229,110,"1181 "Horatio Dried Apples"
"1095",0.003229,110,"1095 "High Quality Bees Wax Candles"
"73",0.003229,110,"73 "Red Spade Sliced Turkey"
"1165",0.003229,110,"1165 "Horatio Graham Crackers"
"158",0.003229,110,"158 "Denny Silver Cleaner"
"1232",0.003229,110,"1232 "Plato Canola Oil"
"1358",0.003229,110,"1358 "Carrington Popsicles"
"1026",0.003229,110,"1026 "PigTail Blueberry Waffles"
"1213",0.003229,110,"1213 "Sphinx White Bread"
"698",0.003229,110,"698 "Cutting Edge Sliced Chicken"
"130",0.003229,110,"130 "Faux Products Laundry Detergent"
"873",0.003199,109,"873 "Nationeel Dried Apricots"
"780",0.003199,109,"780 "Cormorant Silver Cleaner"
"1288",0.003199,109,"1288 "Toucan Canned Peaches"
"956",0.003199,109,"956 "Just Right Canned String Beans"
"840",0.003199,109,"840 "Nationeel BBQ Potato Chips"
"845",0.003199,109,"845 "Nationeel Fudge Cookies"
"292",0.003199,109,"292 "Super Corn Oil"
"1134",0.003199,109,"1134 "Tri-State Macintosh Apples"
"918",0.003199,109,"918 "BBB Best Vegetable Oil"
"409",0.003199,109,"409 "Big Time Beef TV Dinner"
"755",0.003199,109,"755 "Cormorant Plastic Forks"
"1118",0.003199,109,"1118 "Tri-State Shitake Mushrooms"
"644",0.003199,109,"644 "Bravo Canned Tomatos"
"1282",0.003199,109,"1282 "Pleasant Fancy Canned Anchovies"
"237",0.003199,109,"237 "Best Choice Mini Donuts"
"1028",0.003199,109,"1028 "PigTail Waffles"
"501",0.003199,109,"501 "Tell Tale Dried Mushrooms"
"863",0.003199,109,"863 "Nationeel Sesame Crackers"
"227",0.003199,109,"227 "Best Choice Graham Crackers"
"283",0.003199,109,"283 "Super Sesame Oil"
"1194",0.003199,109,"1194 "Musial Semi-Sweet Chocolate Bar"
"954",0.003199,109,"954 "Just Right Canned Beets"
"1244",0.003199,109,"1244 "Plato Strawberry Jam"
"70",0.003199,109,"70 "Red Spade Cole Slaw"
"1285",0.003199,109,"1285 "Pleasant Fancy Canned Sardines"
"99",0.003199,109,"99 "Golden Pancake Mix"
"1009",0.003199,109,"1009 "American Roasted Chicken"
"1424",0.003199,109,"1424 "Hermanos New Potatos"
"610",0.003199,109,"610 "Landslide Low Fat Apple Butter"
"259",0.003199,109,"259 "Choice Mints"
"1482",0.003199,109,"1482 "Fort West Avocado Dip"
"151",0.003199,109,"151 "Denny Toilet Paper"
"1547",0.003199,109,"1547 "CDR Pepper"
"322",0.003199,109,"322 "Excellent Apple Drink"
"106",0.003199,109,"106 "Golden Frozen Broccoli"
"576",0.003199,109,"576 "Shady Lake Rice Medly"
"1005",0.003199,109,"1005 "American Turkey Hot Dogs"
"677",0.003199,109,"677 "Gorilla Large Curd Cottage Cheese"
"74",0.003199,109,"74 "Red Spade Sliced Ham"
"1528",0.003199,109,"1528 "Modell Muffins"
"278",0.003199,109,"278 "Great Cranberry Muffins"
"1298",0.003199,109,"1298 "Booker Low Fat String Cheese"
"494",0.003199,109,"494 "Tell Tale Red Pepper"
"856",0.003199,109,"856 "Nationeel Salted Pretzels"
"1523",0.003199,109,"1523 "Modell Pumpernickel Bread"
"891",0.003199,109,"891 "Discover Thai Rice"
"1262",0.003199,109,"1262 "Johnson Corn Puffs"
"112",0.003199,109,"112 "Golden Lemon Popsicles"
"725",0.003199,109,"725 "Imagine Ice Cream"
"186",0.003199,109,"186 "High Top Cauliflower"
"1048",0.003170,108,"1048 "PigTail Frozen Chicken Thighs"
"1129",0.003170,108,"1129 "Tri-State Fresh Lima Beans"
"1516",0.003170,108,"1516 "Top Measure Light Wine"
"509",0.003170,108,"509 "Tell Tale Red Delcious Apples"
"600",0.003170,108,"600 "Landslide Decaf Coffee"
"161",0.003170,108,"161 "Denny Scissors"
"29",0.003170,108,"29 "Blue Label Chicken Ramen Soup"
"267",0.003170,108,"267 "Good Light Wine"
"316",0.003170,108,"316 "Excellent Diet Soda"
"12",0.003170,108,"12 "Jeffers Oatmeal"
"1127",0.003170,108,"1127 "Tri-State Baby Onion"
"851",0.003170,108,"851 "Nationeel Buttered Popcorn"
"645",0.003170,108,"645 "Bravo Noodle Soup"
"199",0.003170,108,"199 "High Top Lemons"
"597",0.003170,108,"597 "Landslide Brown Sugar"
"563",0.003170,108,"563 "Fast Frosted Donuts"
"629",0.003170,108,"629 "Token Diet Cola"
"1247",0.003170,108,"1247 "Plato Extra Chunky Peanut Butter"
"1018",0.003170,108,"1018 "National Large Eggs"
"35",0.003170,108,"35 "Blue Label Fancy Canned Oysters"
"420",0.003170,108,"420 "Big Time Popsicles"
"804",0.003170,108,"804 "Ebony Elephant Garlic"
"293",0.003170,108,"293 "Super Tomato Sauce"
"76",0.003170,108,"76 "Red Spade Sliced Chicken"
"1037",0.003170,108,"1037 "PigTail Pancake Mix"
"133",0.003170,108,"133 "Denny Plastic Forks"
"1463",0.003170,108,"1463 "Hermanos Party Nuts"
"306",0.003170,108,"306 "Super Strawberry Jam"
"1391",0.003170,108,"1391 "Sunset Toilet Bowl Cleaner"
"742",0.003170,108,"742 "Consolidated Angled Toothbrush"
"684",0.003170,108,"684 "Gorilla Blueberry Yogurt"
"1011",0.003170,108,"1011 "American Sliced Turkey"
"476",0.003170,108,"476 "Quick Seasoned Hamburger"
"606",0.003170,108,"606 "Landslide Grape Preserves"
"291",0.003170,108,"291 "Super Vegetable Oil"
"892",0.003170,108,"892 "Discover Rice Medly"
"1437",0.003170,108,"1437 "Hermanos Mushrooms"
"419",0.003170,108,"419 "Big Time Frozen Peas"
"991",0.003170,108,"991 "Even Better Sharp Cheddar Cheese"
"235",0.003170,108,"235 "Best Choice Cheese Dip"
"898",0.003170,108,"898 "Pearl Chardonnay"
"1384",0.003170,108,"1384 "Sunset Plastic Knives"
"439",0.003170,108,"439 "Steady Multi-Symptom Cold Remedy"
"1316",0.003170,108,"1316 "Lake Turkey Hot Dogs"
"972",0.003170,108,"972 "Just Right Fancy Canned Clams"
"619",0.003170,108,"619 "Landslide Strawberry Preserves"
"127",0.003170,108,"127 "Faux Products Dishwasher Detergent"
"131",0.003170,108,"131 "Faux Products Mint Mouthwash"
"443",0.003170,108,"443 "Red Wing 60 Watt Lightbulb"
"617",0.003170,108,"617 "Landslide Strawberry Jam"
"1188",0.003170,108,"1188 "Horatio Golden Raisins"
"906",0.003170,108,"906 "Fantastic Muffins"
"105",0.003170,108,"105 "Golden Frozen Cauliflower"
"1107",0.003170,108,"1107 "Mighty Good Monthly Home Magazine"
"917",0.003141,107,"917 "BBB Best Regular Coffee"
"289",0.003141,107,"289 "Super Decaf Coffee"
"1131",0.003141,107,"1131 "Tri-State Limes"
"1039",0.003141,107,"1039 "PigTail Home Style French Fries"
"802",0.003141,107,"802 "Ebony Shitake Mushrooms"
"1029",0.003141,107,"1029 "PigTail Frozen Pepperoni Pizza"
"704",0.003141,107,"704 "Imagine Low Fat Waffles"
"738",0.003141,107,"738 "Consolidated Toothpaste"
"263",0.003141,107,"263 "Medalist Spaghetti"
"1094",0.003141,107,"1094 "High Quality Copper Cleaner"
"1329",0.003141,107,"1329 "Giant Large Eggs"
"797",0.003141,107,"797 "Ebony New Potatos"
"799",0.003141,107,"799 "Ebony Prepared Salad"
"1334",0.003141,107,"1334 "Carrington Frozen Pancakes"
"1403",0.003141,107,"1403 "Sunset Room Freshener"
"1268",0.003141,107,"1268 "Pleasant Chicken Soup"
"441",0.003141,107,"441 "Steady Laundry Detergent"
"213",0.003141,107,"213 "High Top Tangerines"
"224",0.003141,107,"224 "Best Choice Fudge Brownies"
"137",0.003141,107,"137 "Denny 100 Watt Lightbulb"
"686",0.003141,107,"686 "Cutting Edge Pimento Loaf"
"580",0.003141,107,"580 "Walrus Chablis Wine"
"934",0.003141,107,"934 "BBB Best Creamy Peanut Butter"
"676",0.003141,107,"676 "Gorilla Mild Cheddar Cheese"
"1328",0.003141,107,"1328 "Giant Small Eggs"
"1395",0.003141,107,"1395 "Sunset AA-Size Batteries"
"1311",0.003141,107,"1311 "Booker Blueberry Yogurt"
"987",0.003141,107,"987 "Even Better Low Fat String Cheese"
"85",0.003141,107,"85 "Golden Frozen Pancakes"
"117",0.003141,107,"117 "Faux Products Deodorant"
"1530",0.003141,107,"1530 "Modell Blueberry Muffins"
"637",0.003141,107,"637 "Radius Grits"
"24",0.003141,107,"24 "Blue Label Regular Ramen Soup"
"1190",0.003141,107,"1190 "Horatio Frosted Donuts"
"450",0.003141,107,"450 "Red Wing Paper Plates"
"1553",0.003141,107,"1553 "CDR Grape Jam"
"1336",0.003141,107,"1336 "Carrington Frozen Sausage Pizza"
"1357",0.003141,107,"1357 "Carrington Frozen Peas"
"1552",0.003141,107,"1552 "CDR Apple Jelly"
"1465",0.003141,107,"1465 "Amigo Scallops"
"1344",0.003141,107,"1344 "Carrington Frozen Carrots"
"145",0.003141,107,"145 "Denny 25 Watt Lightbulb"
"115",0.003141,107,"115 "Faux Products Whitening Toothpast"
"1064",0.003141,107,"1064 "Bird Call HCL Nasal Spray"
"94",0.003141,107,"94 "Golden Apple Cinnamon Waffles"
"713",0.003141,107,"713 "Imagine Frozen Pepperoni Pizza"
"1404",0.003141,107,"1404 "Sunset Frying Pan"
"545",0.003141,107,"545 "Fast Salted Pretzels"
"549",0.003141,107,"549 "Fast Beef Jerky"
"671",0.003141,107,"671 "Gorilla Low Fat String Cheese"
"998",0.003111,106,"998 "Even Better Whole Milk"
"746",0.003111,106,"746 "Consolidated 200 MG Ibuprofen"
"1263",0.003111,106,"1263 "Johnson Wheat Puffs"
"1163",0.003111,106,"1163 "Horatio Potato Chips"
"1031",0.003111,106,"1031 "PigTail Frozen Mushroom Pizza"
"1327",0.003111,106,"1327 "Giant Large Brown Eggs"
"771",0.003111,106,"771 "Cormorant Soft Napkins"
"6",0.003111,106,"6 "Washington Cola"
"524",0.003111,106,"524 "Tell Tale Tangerines"
"558",0.003111,106,"558 "Fast Grape Fruit Roll"
"1170",0.003111,106,"1170 "Horatio Salsa Dip"
"23",0.003111,106,"23 "Blue Label Noodle Soup"
"1003",0.003111,106,"1003 "American Beef Bologna"
"781",0.003111,106,"781 "Cormorant Copper Pot Scrubber"
"493",0.003111,106,"493 "Tell Tale Elephant Garlic"
"30",0.003111,106,"30 "Blue Label Canned Tuna in Water"
"497",0.003111,106,"497 "Tell Tale Cauliflower"
"929",0.003111,106,"929 "BBB Best Oregano"
"777",0.003111,106,"777 "Cormorant Frying Pan"
"430",0.003111,106,"430 "Steady Extra Moisture Shampoo"
"1508",0.003111,106,"1508 "Gulf Coast Mints"
"828",0.003111,106,"828 "Ebony Canned Peanuts"
"854",0.003111,106,"854 "Nationeel Salsa Dip"
"560",0.003111,106,"560 "Fast Raisins"
"1379",0.003111,106,"1379 "Hilltop Laundry Detergent"
"647",0.003111,106,"647 "Bravo Chicken Noodle Soup"
"744",0.003111,106,"744 "Consolidated Childrens Aspirin"
"588",0.003111,106,"588 "Colony English Muffins"
"66",0.003111,106,"66 "Red Spade Low Fat Bologna"
"732",0.003111,106,"732 "Imagine Frozen Chicken Thighs"
"255",0.003111,106,"255 "Choice Malted Milk Balls"
"1350",0.003111,106,"1350 "Carrington Home Style French Fries"
"46",0.003111,106,"46 "Club Jack Cheese"
"823",0.003111,106,"823 "Ebony Plums"
"279",0.003111,106,"279 "Great Muffins"
"1449",0.003111,106,"1449 "Hermanos Fancy Plums"
"32",0.003111,106,"32 "Blue Label Large Canned Shrimp"
"1526",0.003111,106,"1526 "Modell English Muffins"
"692",0.003111,106,"692 "Cutting Edge Cole Slaw"
"1456",0.003111,106,"1456 "Hermanos Sweet Onion"
"247",0.003111,106,"247 "Best Choice Grape Fruit Roll"
"930",0.003111,106,"930 "BBB Best Apple Jelly"
"697",0.003111,106,"697 "Cutting Edge Potato Salad"
"666",0.003111,106,"666 "Gorilla Low Fat Sour Cream"
"1185",0.003111,106,"1185 "Horatio Grape Fruit Roll"
"931",0.003111,106,"931 "BBB Best Grape Jam"
"960",0.003111,106,"960 "Just Right Canned Tomatos"
"1265",0.003111,106,"1265 "Pleasant Canned Beets"
"299",0.003111,106,"299 "Super Low Fat Apple Butter"
"653",0.003082,105,"653 "Bravo Canned Tuna in Oil"
"1241",0.003082,105,"1241 "Plato Apple Jelly"
"709",0.003082,105,"709 "Imagine Frozen Sausage Pizza"
"1289",0.003082,105,"1289 "Toretti Rosy Sunglasses"
"1162",0.003082,105,"1162 "Horatio Fudge Brownies"
"207",0.003082,105,"207 "High Top Sweet Onion"
"1320",0.003082,105,"1320 "Lake Roasted Chicken"
"1256",0.003082,105,"1256 "Skinner Diet Cola"
"1312",0.003082,105,"1312 "Lake Chicken Hot Dogs"
"189",0.003082,105,"189 "High Top Baby Onion"
"1271",0.003082,105,"1271 "Pleasant Canned Tomatos"
"1126",0.003082,105,"1126 "Tri-State Mushrooms"
"1378",0.003082,105,"1378 "Hilltop Childrens Cold Remedy"
"1224",0.003082,105,"1224 "Plato Brown Sugar"
"935",0.003082,105,"935 "BBB Best Strawberry Preserves"
"327",0.003082,105,"327 "Better Canned Beets"
"763",0.003082,105,"763 "Cormorant 75 Watt Lightbulb"
"683",0.003082,105,"683 "Gorilla Strawberry Yogurt"
"838",0.003082,105,"838 "Curlew Scallops"
"1363",0.003082,105,"1363 "Hilltop Tartar Control Toothpaste"
"260",0.003082,105,"260 "Choice White Chocolate Bar"
"1025",0.003082,105,"1025 "PigTail Frozen Sausage Pizza"
"759",0.003082,105,"759 "Cormorant 100 Watt Lightbulb"
"26",0.003082,105,"26 "Blue Label Turkey Noodle Soup"
"378",0.003082,105,"378 "Moms Turkey Hot Dogs"
"664",0.003082,105,"664 "Akron City Map"
"1300",0.003082,105,"1300 "Booker Head Cheese"
"438",0.003082,105,"438 "Steady Dishwasher Detergent"
"789",0.003082,105,"789 "Excel Monthly Auto Magazine"
"415",0.003082,105,"415 "Big Time Ice Cream Sandwich"
"20",0.003082,105,"20 "Blue Label Canned Yams"
"173",0.003082,105,"173 "High Top Asparagus"
"1321",0.003082,105,"1321 "Lake Corned Beef"
"881",0.003082,105,"881 "Thresher Mints"
"1149",0.003082,105,"1149 "Tri-State Walnuts"
"974",0.003082,105,"974 "Just Right Fancy Canned Sardines"
"994",0.003082,105,"994 "Even Better 2% Milk"
"87",0.003082,105,"87 "Golden Frozen Sausage Pizza"
"1115",0.003082,105,"1115 "Tri-State Prepared Salad"
"321",0.003082,105,"321 "Excellent Apple Juice"
"1323",0.003082,105,"1323 "Lake Sliced Ham"
"1136",0.003082,105,"1136 "Tri-State Red Delcious Apples"
"54",0.003082,105,"54 "Club Mild Cheddar Cheese"
"163",0.003082,105,"163 "Denny Screw Driver"
"1255",0.003082,105,"1255 "Skinner Cola"
"396",0.003082,105,"396 "Big Time Frozen Pancakes"
"1174",0.003082,105,"1174 "Horatio Fondue Mix"
"724",0.003082,105,"724 "Imagine Lime Popsicles"
"554",0.003082,105,"554 "Fast Dried Apples"
"1208",0.003082,105,"1208 "Portsmouth Merlot Wine"
"1383",0.003082,105,"1383 "Sunset Plastic Spoons"
"1010",0.003082,105,"1010 "American Corned Beef"
"1229",0.003082,105,"1229 "Plato Vegetable Oil"
"241",0.003082,105,"241 "Best Choice Sesame Crackers"
"288",0.003082,105,"288 "Super French Roast Coffee"
"270",0.003082,105,"270 "Good Merlot Wine"
"1245",0.003082,105,"1245 "Plato Creamy Peanut Butter"
"185",0.003082,105,"185 "High Top Potatos"
"1212",0.003082,105,"1212 "Sphinx Pumpernickel Bread"
"976",0.003082,105,"976 "Big City Canned Mixed Fruit"
"1065",0.003053,104,"1065 "Bird Call Dishwasher Detergent"
"1012",0.003053,104,"1012 "American Sliced Ham"
"331",0.003053,104,"331 "Better Canned Yams"
"407",0.003053,104,"407 "Big Time Turkey TV Dinner"
"1186",0.003053,104,"1186 "Horatio Dried Dates"
"542",0.003053,104,"542 "Fast Low Fat Popcorn"
"1293",0.003053,104,"1293 "Booker Low Fat Sour Cream"
"1355",0.003053,104,"1355 "Carrington Frozen Broccoli"
"1210",0.003053,104,"1210 "Portsmouth White Zinfandel Wine"
"984",0.003053,104,"984 "Even Better Jack Cheese"
"1207",0.003053,104,"1207 "Portsmouth Chablis Wine"
"126",0.003053,104,"126 "Faux Products HCL Nasal Spray"
"1270",0.003053,104,"1270 "Pleasant Vegetable Soup"
"448",0.003053,104,"448 "Red Wing 100 Watt Lightbulb"
"52",0.003053,104,"52 "Club Cheese Spread"
"490",0.003053,104,"490 "Tell Tale Green Pepper"
"925",0.003053,104,"925 "BBB Best Pepper"
"1260",0.003053,104,"1260 "Skinner Apple Drink"
"1478",0.003053,104,"1478 "Fort West Buttered Popcorn"
"581",0.003053,104,"581 "Walrus Merlot Wine"
"623",0.003053,104,"623 "Token Berry Juice"
"28",0.003053,104,"28 "Blue Label Canned Peas"
"611",0.003053,104,"611 "Landslide Salt"
"1306",0.003053,104,"1306 "Booker Buttermilk"
"102",0.003053,104,"102 "Golden Lime Popsicles"
"690",0.003053,104,"690 "Cutting Edge Foot-Long Hot Dogs"
"1146",0.003053,104,"1146 "Tri-State Cantelope"
"474",0.003053,104,"474 "Red Wing Screw Driver"
"1036",0.003053,104,"1036 "PigTail Beef TV Dinner"
"1183",0.003053,104,"1183 "Horatio Strawberry Fruit Roll"
"905",0.003053,104,"905 "Fantastic Cranberry Muffins"
"844",0.003053,104,"844 "Nationeel Chocolate Chip Cookies"
"296",0.003053,104,"296 "Super Columbian Coffee"
"433",0.003053,104,"433 "Steady Childrens Aspirin"
"747",0.003053,104,"747 "Consolidated 200 MG Acetominifen"
"922",0.003053,104,"922 "BBB Best Grape Preserves"
"86",0.003053,104,"86 "Golden Low Fat French Fries"
"1543",0.003053,104,"1543 "CDR Canola Oil"
"372",0.003053,104,"372 "Carlson Strawberry Yogurt"
"938",0.003053,104,"938 "BBB Best Grape Jelly"
"1507",0.003053,104,"1507 "Gulf Coast Spicy Mints"
"196",0.003053,104,"196 "High Top Macintosh Apples"
"726",0.003053,104,"726 "Imagine Ice Cream Sandwich"
"1354",0.003053,104,"1354 "Carrington Frozen Cauliflower"
"354",0.003053,104,"354 "Carlson Low Fat Cottage Cheese"
"1089",0.003053,104,"1089 "High Quality Toilet Paper"
"706",0.003053,104,"706 "Imagine Frozen Chicken Breast"
"311",0.003053,104,"311 "Super Grape Jelly"
"1276",0.003053,104,"1276 "Pleasant Beef Soup"
"1002",0.003053,104,"1002 "American Pimento Loaf"
"1548",0.003053,104,"1548 "CDR Low Fat Apple Butter"
"1060",0.003053,104,"1060 "Bird Call Childrens Aspirin"
"1407",0.003053,104,"1407 "Sunset Silver Cleaner"
"511",0.003053,104,"511 "Tell Tale Fancy Plums"
"523",0.003053,104,"523 "Tell Tale Oranges"
"1238",0.003023,103,"1238 "Plato Salt"
"520",0.003023,103,"520 "Tell Tale Honey Dew"
"1442",0.003023,103,"1442 "Hermanos Limes"
"526",0.003023,103,"526 "Kiwi Lox"
"246",0.003023,103,"246 "Best Choice Raspberry Fruit Roll"
"144",0.003023,103,"144 "Denny Glass Cleaner"
"79",0.003023,103,"79 "Blue Medal Small Eggs"
"1394",0.003023,103,"1394 "Sunset 25 Watt Lightbulb"
"965",0.003023,103,"965 "Just Right Beef Soup"
"1033",0.003023,103,"1033 "PigTail Frozen Carrots"
"513",0.003023,103,"513 "Tell Tale Peaches"
"445",0.003023,103,"445 "Red Wing Plastic Spoons"
"221",0.003023,103,"221 "Best Choice Sugar Cookies"
"358",0.003023,103,"358 "Carlson Muenster Cheese"
"318",0.003023,103,"318 "Excellent Diet Cola"
"685",0.003023,103,"685 "Cutting Edge Chicken Hot Dogs"
"1538",0.003023,103,"1538 "CDR Decaf Coffee"
"667",0.003023,103,"667 "Gorilla Sour Cream"
"603",0.003023,103,"603 "Landslide Corn Oil"
"481",0.003023,103,"481 "Dollar Monthly Fashion Magazine"
"168",0.003023,103,"168 "Robust Monthly Computer Magazine"
"874",0.003023,103,"874 "Nationeel Frosted Donuts"
"1059",0.003023,103,"1059 "Bird Call Apricot Shampoo"
"1069",0.003023,103,"1069 "Bird Call Mint Mouthwash"
"1301",0.003023,103,"1301 "Booker Cheese Spread"
"184",0.003023,103,"184 "High Top Garlic"
"909",0.003023,103,"909 "Fantastic Wheat Bread"
"805",0.003023,103,"805 "Ebony Red Pepper"
"836",0.003023,103,"836 "Ebony Party Nuts"
"992",0.003023,103,"992 "Even Better Mild Cheddar Cheese"
"286",0.003023,103,"286 "Super Brown Sugar"
"1137",0.003023,103,"1137 "Tri-State Lemons"
"381",0.003023,103,"381 "Moms Cole Slaw"
"527",0.003023,103,"527 "Kiwi Scallops"
"166",0.003023,103,"166 "Robust Monthly Sports Magazine"
"551",0.003023,103,"551 "Fast Low Fat Chips"
"862",0.003023,103,"862 "Nationeel Low Fat Chips"
"638",0.003023,103,"638 "Bravo Canned Beets"
"123",0.003023,103,"123 "Faux Products Buffered Aspirin"
"453",0.003023,103,"453 "Red Wing Toilet Bowl Cleaner"
"129",0.003023,103,"129 "Faux Products Childrens Cold Remedy"
"302",0.003023,103,"302 "Super Oregano"
"365",0.003023,103,"365 "Carlson Mild Cheddar Cheese"
"708",0.003023,103,"708 "Imagine Low Fat French Fries"
"1027",0.003023,103,"1027 "PigTail Fajita French Fries"
"986",0.003023,103,"986 "Even Better String Cheese"
"1075",0.003023,103,"1075 "High Quality 100 Watt Lightbulb"
"1460",0.003023,103,"1460 "Hermanos Walnuts"
"961",0.003023,103,"961 "Just Right Noodle Soup"
"1539",0.003023,103,"1539 "CDR Regular Coffee"
"256",0.003023,103,"256 "Choice Semi-Sweet Chocolate Bar"
"586",0.003023,103,"586 "Colony White Bread"
"177",0.002994,102,"177 "High Top Prepared Salad"
"1545",0.002994,102,"1545 "CDR Columbian Coffee"
"902",0.002994,102,"902 "Fantastic White Bread"
"1044",0.002994,102,"1044 "PigTail Frozen Broccoli"
"343",0.002994,102,"343 "Better Large Canned Shrimp"
"414",0.002994,102,"414 "Big Time Ice Cream"
"1242",0.002994,102,"1242 "Plato Grape Jam"
"977",0.002994,102,"977 "Big City Canned Peaches"
"1504",0.002994,102,"1504 "Gulf Coast Malted Milk Balls"
"662",0.002994,102,"662 "Prelude Rosy Sunglasses"
"198",0.002994,102,"198 "High Top Red Delcious Apples"
"1253",0.002994,102,"1253 "Skinner Cream Soda"
"821",0.002994,102,"821 "Ebony Lemons"
"642",0.002994,102,"642 "Bravo Canned Yams"
"557",0.002994,102,"557 "Fast Raspberry Fruit Roll"
"1423",0.002994,102,"1423 "Hermanos Sweet Peas"
"927",0.002994,102,"927 "BBB Best Salt"
"907",0.002994,102,"907 "Fantastic Bagels"
"660",0.002994,102,"660 "Applause Canned Mixed Fruit"
"728",0.002994,102,"728 "Imagine Frozen Broccoli"
"959",0.002994,102,"959 "Just Right Vegetable Soup"
"1513",0.002994,102,"1513 "Jardon Thai Rice"
"1130",0.002994,102,"1130 "Tri-State Squash"
"971",0.002994,102,"971 "Just Right Fancy Canned Anchovies"
"575",0.002994,102,"575 "Shady Lake Thai Rice"
"335",0.002994,102,"335 "Better Regular Ramen Soup"
"807",0.002994,102,"807 "Ebony Potatos"
"59",0.002994,102,"59 "Club 1% Milk"
"636",0.002994,102,"636 "Radius Wheat Puffs"
"1216",0.002994,102,"1216 "Sphinx Cranberry Muffins"
"468",0.002994,102,"468 "Red Wing Bees Wax Candles"
"1414",0.002994,102,"1414 "Gerolli Seasoned Hamburger"
"312",0.002994,102,"312 "Excellent Berry Juice"
"308",0.002994,102,"308 "Super Strawberry Preserves"
